File,params,mean_test_score,std_test_score
Epoch/DATAT/D3S02I_S01_FI2S8ACH-epo.fif,{'SVM__kernel': 'poly'},0.8933333333333334,0.08379870059984355
Epoch/DATAT/D3S02I_S01_FI2S8ACH-epo.fif,{'SVM__kernel': 'linear'},0.9060000000000002,0.08170135317796831
Epoch/DATAT/D3S02I_S01_FI2S8ACH-epo.fif,{'SVM__kernel': 'rbf'},0.8980000000000001,0.07569235980819551
Epoch/DATAT/D3S02I_S01_FI2S8ACH-epo.fif,{'SVM__kernel': 'sigmoid'},0.6413333333333333,0.10144730432867871
