File,method,classification,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.00285170316696167,0.00870241624912605,0.00863180160522461,0.0023199859642214172,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.405625,0.11742517564389673,0.4005093795093794,0.13138038811271785,0.38875,0.14884450779252822,0.38916694588521217,0.1320256913431919
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010323834419250489,0.0002335957484494989,0.007826266288757324,0.001642798962091165,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'distance'}",0.40625,0.10950884667459519,0.39415404040404034,0.13410121530207658,0.38125,0.16429299285118645,0.3807429853428306,0.14069730574995065
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0011228775978088378,0.001204896070954019,0.00857895851135254,0.0019933040294465285,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}",0.44,0.11350936084746492,0.4286176046176046,0.14473638451991225,0.4125,0.17365554986812257,0.41296315346160545,0.14914399087000543
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.001022939682006836,0.00023868479285787654,0.007986414432525634,0.002300770289052868,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}",0.43,0.11084899638697683,0.4174848484848485,0.1366006282632348,0.4075,0.17376348868505143,0.4050701970887729,0.1466009127284482
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010062551498413086,2.3743532084594676e-05,0.008447797298431396,0.0018399717921813476,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.441875,0.1193259061352563,0.4378351370851371,0.13845872453856126,0.41875,0.14934753931685651,0.4231245563002529,0.13579441819813518
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010243868827819825,0.00018148024484690176,0.007805888652801514,0.0021611384606136314,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.419375,0.11329407255015594,0.4102037684537685,0.13873813921497408,0.38375,0.15737594320606946,0.3896373158145603,0.13698874285231588
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0011790370941162109,0.0016013453023527324,0.008589479923248291,0.0018603112585824759,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'uniform'}",0.414375,0.12172426576077591,0.40532215007215006,0.1324674115743529,0.395,0.1636688730333291,0.3951618195186306,0.14194249052077412
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.000996110439300537,3.155047197784721e-05,0.007649092674255371,0.0012755151134835239,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'distance'}",0.395625,0.11321129305418252,0.3858618326118327,0.13221776651749226,0.3675,0.1487657554681184,0.37122218725546896,0.13241651431890972
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0009958529472351074,2.8157629770153705e-05,0.008771679401397704,0.0025891765006909847,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'uniform'}",0.430625,0.12896674716763235,0.43784326784326777,0.1117793405251012,0.5625,0.19324531042175383,0.4884132027243483,0.1402655495369303
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010452747344970703,0.0004316325689171246,0.007648193836212158,0.0013655770974164442,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'distance'}",0.3725,0.11001420362844064,0.35626731601731604,0.1389104540757797,0.345,0.1501249479600243,0.3462768180392019,0.13937665323562806
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010077333450317382,0.0003599248168102436,0.010526008605957031,0.004885414273920991,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.4325,0.10921595579401393,0.43111688311688307,0.11788814269756431,0.43375,0.1555785573271587,0.42580712751300986,0.12635735196338194
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,CSP,KNN,0.0010422253608703613,0.0004094131825027992,0.008946375846862793,0.0040054446738733524,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 3, 'KNN__weights': 'distance'}",0.41875,0.11057378758096333,0.4138982683982684,0.12744464905764985,0.41875,0.16990346523835234,0.4083676442236813,0.13795682157991943
