File,method,classification,seconds_total,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,mean_test_log_loss,std_test_log_loss
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0010254454612731933,0.0006354539330299275,0.018822851181030272,0.0060130362890252415,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.8759999999999999,0.07424883089240457,0.8729022366522365,0.1007408282610041,0.895892857142857,0.10126920956600012,0.8782930450182772,0.07268774627792275,0.9541071428571429,0.0426337182118969,-0.4727736499368887,0.7515706860571496
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.001025829315185547,0.0007281212764917777,0.017405779361724855,0.0024528039486100923,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'distance'}",0.8759999999999999,0.07424883089240457,0.8729022366522365,0.1007408282610041,0.895892857142857,0.10126920956600012,0.8782930450182772,0.07268774627792275,0.9522321428571427,0.04798847584343048,-0.472405039679734,0.7504760238101087
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0010324430465698242,0.0004825688959786262,0.017963392734527586,0.0013842871283246665,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}",0.9113333333333336,0.06535713852025311,0.8969036796536796,0.08639189730726263,0.9380357142857143,0.08797085411356075,0.9129758001716207,0.06583849200773065,0.9715178571428571,0.0330645385834234,-0.26049837227252354,0.33690807606659595
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0009651112556457519,6.914721213671695e-05,0.016941626071929932,0.0008776046820290127,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}",0.9113333333333336,0.06535713852025311,0.8969036796536796,0.08639189730726263,0.9380357142857143,0.08797085411356075,0.9129758001716207,0.06583849200773065,0.9723214285714284,0.03493570990448903,-0.26081744092389697,0.3369480223726207
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0009642577171325683,6.232526972543999e-05,0.01764202356338501,0.0004497932531553807,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.9146666666666667,0.06997142273814361,0.9018333333333334,0.08745386754945444,0.9383928571428573,0.09338363789513991,0.915954697263521,0.07119687048325711,0.968125,0.03651458245883222,-0.25878622346441166,0.2501113702232448
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0010821318626403809,0.0007615140655387893,0.01711332321166992,0.000982699908518347,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.9146666666666667,0.06997142273814361,0.9018333333333334,0.08745386754945444,0.9383928571428573,0.09338363789513991,0.915954697263521,0.07119687048325711,0.9716071428571429,0.0350923526467764,-0.2575584076896693,0.24994658519442672
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0009646272659301758,5.8970605969235964e-05,0.017908172607421877,0.0013099724173470224,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'uniform'}",0.9173333333333333,0.06332982446420221,0.9060238095238096,0.0826209989401025,0.94,0.08554745669474212,0.9189367054514116,0.06269384855199156,0.9715178571428572,0.03505405355901608,-0.23158904342383174,0.08123383798923771
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0010016345977783203,0.0004192186395479675,0.017305805683135986,0.0013887051760908796,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'distance'}",0.9173333333333333,0.06332982446420221,0.9060238095238096,0.0826209989401025,0.94,0.08554745669474212,0.9189367054514116,0.06269384855199156,0.9730357142857143,0.03512868108389323,-0.2302300731182847,0.08062506383926639
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.0009651017189025879,6.427121284952393e-05,0.01790290355682373,0.0010721404668016738,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'uniform'}",0.9213333333333332,0.06420799534845067,0.8980266955266956,0.08655895853619064,0.96125,0.07655925909425472,0.9249753333182127,0.06208549670299581,0.9765178571428571,0.03170975574951465,-0.23037938479571488,0.07724392246667247
Epoch/DATAR/D3S02I_S01_FI4S15CH-epo.fif,PTFBCSP,KNN,36.02164173126221,0.001000189781188965,0.0004416234484368511,0.01697812557220459,0.0005211926434727571,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'distance'}",0.9193333333333333,0.06817950164414846,0.9054682539682539,0.0854629173494243,0.9451785714285715,0.08868566222154216,0.9211420670832438,0.06788385321280774,0.9785714285714284,0.030826208038628695,-0.22953305765309012,0.07682267563579848
