File,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0016532087326049806,0.0005482303665085587,0.006473422050476074,0.0010756021471961057,"{'LDA__n_components': None, 'LDA__solver': 'svd', 'LDA__tol': 1e-05}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0015308165550231934,0.000491809697369146,0.006268925666809082,0.0011310269839385643,"{'LDA__n_components': None, 'LDA__solver': 'svd', 'LDA__tol': 0.0001}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.001533823013305664,0.0008242892369124668,0.006556766033172607,0.002468462953090429,"{'LDA__n_components': None, 'LDA__solver': 'svd', 'LDA__tol': 0.001}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0014852046966552734,0.00039588682044025254,0.006290616989135742,0.0014586821732920858,"{'LDA__n_components': None, 'LDA__solver': 'svd', 'LDA__tol': 0.01}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0015825557708740235,0.0006787094501963192,0.006135256290435791,0.0009513945544055541,"{'LDA__n_components': 1, 'LDA__solver': 'svd', 'LDA__tol': 1e-05}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0015062475204467773,0.0004218374332060585,0.006531674861907959,0.0020964500430250142,"{'LDA__n_components': 1, 'LDA__solver': 'svd', 'LDA__tol': 0.0001}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0014733409881591798,0.00021943121370051566,0.006295208930969238,0.0018198050963753455,"{'LDA__n_components': 1, 'LDA__solver': 'svd', 'LDA__tol': 0.001}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0016149759292602539,0.0012044661897252051,0.006717045307159424,0.0022042587105354297,"{'LDA__n_components': 1, 'LDA__solver': 'svd', 'LDA__tol': 0.01}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.001452460289001465,0.0005514286761494326,0.005927581787109375,0.00042682093792201264,"{'LDA__n_components': None, 'LDA__shrinkage': None, 'LDA__solver': 'lsqr'}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0016080570220947266,0.0004281189701042584,0.006426587104797364,0.001787989398016369,"{'LDA__n_components': None, 'LDA__shrinkage': None, 'LDA__solver': 'eigen'}",0.7953333333333334,0.10165519060912621,0.815955266955267,0.12198884138622522,0.7778571428571428,0.14678354186783105,0.7879842982095304,0.1104203568692262
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.003585498332977295,0.0017186602272129326,0.006175436973571777,0.0013814765874060554,"{'LDA__n_components': None, 'LDA__shrinkage': 'auto', 'LDA__solver': 'lsqr'}",0.7980000000000002,0.10086514649658614,0.8223322510822508,0.12150182424519623,0.7749999999999999,0.14520393821611516,0.7896317341069663,0.11004115758820222
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.004581608772277832,0.001243351512635694,0.0060927820205688476,0.0012805281574529578,"{'LDA__n_components': None, 'LDA__shrinkage': 'auto', 'LDA__solver': 'eigen'}",0.7980000000000002,0.10086514649658614,0.8223322510822508,0.12150182424519623,0.7749999999999999,0.14520393821611516,0.7896317341069663,0.11004115758820222
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.0017583155632019043,0.000695295448461457,0.006302897930145264,0.001673223410705882,"{'LDA__n_components': None, 'LDA__shrinkage': 0.1, 'LDA__solver': 'lsqr'}",0.796,0.10233713347992944,0.8175266955266953,0.12272951883050845,0.7762499999999999,0.14966917174016753,0.7878131425677866,0.1129547236175947
Epoch/DATAQ/D3S02I_S01_FI4S15CH-epo.fif,0.001977260112762451,0.0004532038545564579,0.005997166633605957,0.0006196066673437118,"{'LDA__n_components': None, 'LDA__shrinkage': 0.1, 'LDA__solver': 'eigen'}",0.796,0.10233713347992944,0.8175266955266953,0.12272951883050845,0.7762499999999999,0.14966917174016753,0.7878131425677866,0.1129547236175947
