File,method,classification,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0010468840599060058,0.0003029219361395115,0.014271018505096435,0.0050696944217434835,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.52625,0.11995441842633395,0.5265999833499834,0.13057231087592228,0.52,0.17741194999210175,0.5149963984244169,0.13883240047125453
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0013031935691833496,0.00128212306349687,0.013509562015533447,0.004312259436197905,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 3, 'KNN__weights': 'distance'}",0.52625,0.11995441842633395,0.5265999833499834,0.13057231087592228,0.52,0.17741194999210175,0.5149963984244169,0.13883240047125453
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012398409843444825,0.0010851904281517799,0.013685822486877441,0.0043286048099068835,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}",0.560625,0.12166006688720832,0.5601364191364191,0.13686841193491797,0.53625,0.19307948492784002,0.5381552499787794,0.15307986781308458
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012317204475402832,0.0009867466076359215,0.01274754285812378,0.004679714966307594,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}",0.560625,0.12166006688720832,0.5601364191364191,0.13686841193491797,0.53625,0.19307948492784002,0.5381552499787794,0.15307986781308458
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.001293058395385742,0.0010154162151967737,0.014226880073547363,0.004230294154372591,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.581875,0.11343190413195046,0.5976246253746254,0.14767611462059724,0.5125,0.18413649828320297,0.5389169821406663,0.15012451437652258
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0011653661727905273,0.0006085760711192506,0.012701821327209473,0.0037489649720964307,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.581875,0.11343190413195046,0.5976246253746254,0.14767611462059724,0.5125,0.18413649828320297,0.5389169821406663,0.15012451437652258
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0016826105117797852,0.0026456708293607608,0.014039626121520996,0.004550553652846589,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'uniform'}",0.574375,0.11377575257936112,0.5940772560772561,0.15343124575991754,0.5,0.16770509831248423,0.5317698517512759,0.14216801136348706
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012893128395080567,0.0010318729225504229,0.012938661575317383,0.00442429415328139,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 9, 'KNN__weights': 'distance'}",0.574375,0.11377575257936112,0.5940772560772561,0.15343124575991754,0.5,0.16770509831248423,0.5317698517512759,0.14216801136348706
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012104392051696777,0.0008136038908590164,0.014705424308776855,0.00531424946077591,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'uniform'}",0.565625,0.11017564102377621,0.5645482017982019,0.12013791945548678,0.59125,0.17576173502784959,0.5683645651733886,0.12902508637590532
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0013193988800048828,0.0012287015931131248,0.012688925266265869,0.0033962786794776824,"{'KNN__algorithm': 'auto', 'KNN__metric': 'euclidean', 'KNN__n_neighbors': 12, 'KNN__weights': 'distance'}",0.546875,0.11570942863483512,0.5519249639249639,0.15439553338003606,0.4625,0.18833148966649207,0.4908196359883666,0.16409285979804902
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0011819219589233399,0.000549354741481583,0.01495413064956665,0.0056121231478548465,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.58,0.11390785749894516,0.5838665223665224,0.12919329114609943,0.58125,0.1680541207468594,0.5737145030751841,0.12933986785220364
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0013259100914001466,0.0013083451637672617,0.014365785121917725,0.004639034011462575,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 3, 'KNN__weights': 'distance'}",0.58,0.11390785749894516,0.5838665223665224,0.12919329114609943,0.58125,0.1680541207468594,0.5737145030751841,0.12933986785220364
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0013364458084106445,0.0016300927007324604,0.014517121315002442,0.004986248446287052,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}",0.55875,0.1141613441581694,0.5741733821733821,0.15514163090055028,0.49875,0.17365105096140362,0.5217125849726468,0.14121418832844593
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0016062092781066895,0.0020543144142367714,0.013670763969421386,0.0038679634078827565,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}",0.55875,0.1141613441581694,0.5741733821733821,0.15514163090055028,0.49875,0.17365105096140362,0.5217125849726468,0.14121418832844593
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012618231773376465,0.0010912275581428995,0.014552657604217529,0.004442107507999539,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.575625,0.12288682547368535,0.5869132256632256,0.15724692914010957,0.50375,0.19401594650955886,0.5300145247769086,0.16305051272670557
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0014406895637512206,0.0017230236898259416,0.01378925085067749,0.0039395191822066845,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.575625,0.12288682547368535,0.5869132256632256,0.15724692914010957,0.50375,0.19401594650955886,0.5300145247769086,0.16305051272670557
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0013341307640075684,0.0012134145294971795,0.014278368949890137,0.004790788723809792,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 9, 'KNN__weights': 'uniform'}",0.56625,0.11174049176551891,0.5736360028860029,0.16454892421164818,0.485,0.19144189719076646,0.5132021659970576,0.16134206900074624
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.0012137508392333985,0.0011412012935036286,0.013991332054138184,0.004269010331251586,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 9, 'KNN__weights': 'distance'}",0.566875,0.11189245673860233,0.5745883838383838,0.16480879753893785,0.485,0.19144189719076646,0.51358311837801,0.16143409989415666
Epoch/DATA4/D4SBI_S02_FI2S8ACH-epo.fif,PTFBCSP,KNN,0.001106412410736084,0.0002868688281776888,0.01481795072555542,0.004184769444526146,"{'KNN__algorithm': 'auto', 'KNN__metric': 'manhattan', 'KNN__n_neighbors': 12, 'KNN__weights': 'uniform'}",0.579375,0.10927852888376564,0.5753139083139083,0.11707848212413267,0.61375,0.17329075999602517,0.5853875015593282,0.13006086076824563
