File,param_LDA__solver,params,mean_test_score,std_test_score
D3S08I_S01_NF2S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.625,0.128086884574495
D3S08I_S01_NF2S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.625,0.128086884574495
D3S03I_S01_FI4S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.80625,0.10746850313774109
D3S03I_S01_FI4S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.80625,0.10746850313774109
D3S03I_S01_FI4S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.80625,0.10746850313774109
D3S09I_S01_NF2S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.8416666666666667,0.08186201126828543
D3S09I_S01_NF2S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8416666666666667,0.08186201126828543
D3S09I_S01_NF2S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8416666666666667,0.08186201126828543
D3S04I_S01_NF4S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.8145833333333333,0.09337889512922905
D3S04I_S01_NF4S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8145833333333333,0.09337889512922905
D3S04I_S01_NF4S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8145833333333333,0.09337889512922905
D3S04I_S01_FI2S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.8604166666666667,0.08178244344329384
D3S04I_S01_FI2S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8604166666666667,0.08178244344329384
D3S04I_S01_FI2S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8604166666666667,0.08178244344329384
D3S06I_S01_FI2S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.64375,0.1084334473306092
