File,param_LDA__solver,params,mean_test_score,std_test_score
D3S06I_S01_FI2S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.64375,0.1084334473306092
D3S06I_S01_FI2S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.64375,0.1084334473306092
D3S04I_S01_NF4S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.8104166666666667,0.09879921417816147
D3S04I_S01_NF4S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8104166666666667,0.09879921417816147
D3S04I_S01_NF4S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8104166666666667,0.09879921417816147
D3S02I_S01_NF4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.7466666666666668,0.11598211867288792
D3S02I_S01_NF4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7466666666666668,0.11598211867288792
D3S02I_S01_NF4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7466666666666668,0.11598211867288792
D3S05I_S01_NF2S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.68125,0.11104381642697024
D3S05I_S01_NF2S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.68125,0.11104381642697024
D3S05I_S01_NF2S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.68125,0.11104381642697024
D3S12I_S01_NF4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.725,0.1015504800579495
D3S12I_S01_NF4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.725,0.1015504800579495
D3S12I_S01_NF4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.725,0.1015504800579495
D3S06I_S01_NF4S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.7291666666666666,0.09592387027684449
D3S06I_S01_NF4S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7291666666666666,0.09592387027684449
D3S06I_S01_NF4S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7291666666666666,0.09592387027684449
D3S05I_S01_FI2S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.69375,0.12326926827072514
D3S05I_S01_FI2S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.69375,0.12326926827072514
D3S05I_S01_FI2S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.69375,0.12326926827072514
D3S09I_S01_NF4S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.75625,0.10867334463120813
D3S09I_S01_NF4S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.75625,0.10867334463120813
D3S09I_S01_NF4S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.75625,0.10867334463120813
D3S03I_S01_FI4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.6458333333333334,0.09727181274940627
D3S03I_S01_FI4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6458333333333334,0.09727181274940627
D3S03I_S01_FI4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6458333333333334,0.09727181274940627
D3S05I_S01_FI4S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.6875,0.11967838846954226
D3S05I_S01_FI4S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6875,0.11967838846954226
D3S05I_S01_FI4S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6875,0.11967838846954226
D3S09I_S01_FI2S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.7416666666666667,0.09646530752325189
D3S09I_S01_FI2S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7416666666666667,0.09646530752325189
D3S09I_S01_FI2S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7416666666666667,0.09646530752325189
D3S03I_S01_NF4S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.7895833333333333,0.10010844813944968
D3S03I_S01_NF4S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7895833333333333,0.10010844813944968
D3S03I_S01_NF4S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7895833333333333,0.10010844813944968
D3S04I_S01_FI4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.81875,0.09993487462676214
D3S04I_S01_FI4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.81875,0.09993487462676214
D3S04I_S01_FI4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.81875,0.09993487462676214
D3S07I_S01_NF4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.7958333333333333,0.0789470638395684
D3S07I_S01_NF4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7958333333333333,0.0789470638395684
D3S07I_S01_NF4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7958333333333333,0.0789470638395684
D3S07I_S01_FI4S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.8104166666666667,0.09054714088375306
D3S07I_S01_FI4S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8104166666666667,0.09054714088375306
D3S07I_S01_FI4S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8104166666666667,0.09054714088375306
D3S07I_S01_FI2S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.7791666666666667,0.10913167378090663
D3S07I_S01_FI2S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7791666666666667,0.10913167378090663
D3S07I_S01_FI2S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7791666666666667,0.10913167378090663
D3S07I_S01_FI2S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.7791666666666667,0.10299339245256896
D3S07I_S01_FI2S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7791666666666667,0.10299339245256896
D3S07I_S01_FI2S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7791666666666667,0.10299339245256896
D3S07I_S01_NF2S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.7791666666666667,0.10299339245256897
D3S07I_S01_NF2S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7791666666666667,0.10299339245256897
D3S07I_S01_NF2S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7791666666666667,0.10299339245256897
D3S12I_S01_FI2S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.6833333333333333,0.10069204977995476
D3S12I_S01_FI2S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6833333333333333,0.10069204977995476
D3S12I_S01_FI2S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6833333333333333,0.10069204977995476
D3S08I_S01_FI2S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.6166666666666667,0.1288302069478359
D3S08I_S01_FI2S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6166666666666667,0.1288302069478359
D3S08I_S01_FI2S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6166666666666667,0.1288302069478359
D3S02I_S01_FI4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.748888888888889,0.10425514760657692
D3S02I_S01_FI4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.748888888888889,0.10425514760657692
D3S02I_S01_FI4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.748888888888889,0.10425514760657692
D3S08I_S01_FI4S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.6708333333333333,0.1228283581081973
D3S08I_S01_FI4S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6708333333333333,0.1228283581081973
D3S08I_S01_FI4S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6708333333333333,0.1228283581081973
D3S06I_S01_FI4S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.7229166666666667,0.09083428898579848
D3S06I_S01_FI4S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.7229166666666667,0.09083428898579848
D3S06I_S01_FI4S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.7229166666666667,0.09083428898579848
D3S04I_S01_FI4S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.8104166666666667,0.09476304512953466
D3S04I_S01_FI4S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8104166666666667,0.09476304512953466
D3S04I_S01_FI4S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8104166666666667,0.09476304512953466
D3S05I_S01_FI2S8ACH-epo.fif,svd,{'LDA__solver': 'svd'},0.6708333333333333,0.11055415967851333
D3S05I_S01_FI2S8ACH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.6708333333333333,0.11055415967851333
D3S05I_S01_FI2S8ACH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.6708333333333333,0.11055415967851333
D3S09I_S01_FI2S15CH-epo.fif,svd,{'LDA__solver': 'svd'},0.85,0.07324331596352895
D3S09I_S01_FI2S15CH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.85,0.07324331596352895
D3S09I_S01_FI2S15CH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.85,0.07324331596352895
D3S04I_S01_NF2S8BCH-epo.fif,svd,{'LDA__solver': 'svd'},0.8270833333333333,0.0893893248038539
D3S04I_S01_NF2S8BCH-epo.fif,lsqr,{'LDA__solver': 'lsqr'},0.8270833333333333,0.0893893248038539
D3S04I_S01_NF2S8BCH-epo.fif,eigen,{'LDA__solver': 'eigen'},0.8270833333333333,0.0893893248038539
