file,accuracy
D5SAM_S02-epo.fif,0.625
D5SAM_S03-epo.fif,0.59375
D5SBM_S01-epo.fif,0.40625
D5SAM_S01-epo.fif,0.5625
D5SBM_S02-epo.fif,0.75
